Timestamp,Motor 1 Power,Motor 2 Power,Motor 3 Power,Motor 4 Power,Motor 5 Power,Motor 6 Power,Motor 7 Power,Motor 8 Power,Motor 9 Power,Motor 10 Power,Motor 11 Power,Motor 12 Power,Motor 1 Torque,Motor 2 Torque,Motor 3 Torque,Motor 4 Torque,Motor 5 Torque,Motor 6 Torque,Motor 7 Torque,Motor 8 Torque,Motor 9 Torque,Motor 10 Torque,Motor 11 Torque,Motor 12 Torque,Motor 1 Velocity,Motor 2 Velocity,Motor 3 Velocity,Motor 4 Velocity,Motor 5 Velocity,Motor 6 Velocity,Motor 7 Velocity,Motor 8 Velocity,Motor 9 Velocity,Motor 10 Velocity,Motor 11 Velocity,Motor 12 Velocity,Battery Voltage
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0061,-0.1732,0.0659,0.1247,-0.0010,-0.0164,0.0014,0.0110,0.0122,0.1295,-0.1756,-0.0382,0.0020,0.0039,0.0027,-0.0128,-0.0110,-0.0052,-0.0034,-0.0010,-0.0002,0.0244,0.0006,-0.0071,23.3333
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0090,-0.1695,0.0681,0.1237,-0.0038,-0.0175,0.0013,0.0126,0.0132,0.1282,-0.1679,-0.0402,0.0030,-0.0055,0.0094,-0.0043,-0.0050,-0.0100,-0.0195,-0.0037,0.0085,0.0089,0.0063,-0.0103,23.2917
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0061,-0.1726,0.0703,0.1244,-0.0033,-0.0193,0.0042,0.0126,0.0090,0.1244,-0.1733,-0.0430,-0.0022,-0.0043,0.0007,0.0046,-0.0173,-0.0002,0.0098,0.0018,-0.0088,0.0337,-0.0032,0.0121,23.3333
62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0040,-0.1752,0.0859,0.1275,-0.0036,-0.0187,0.0068,0.0121,0.0125,0.1076,-0.1421,-0.0497,0.0024,0.0018,-0.0359,-0.0051,0.0070,-0.0202,-0.0220,0.0041,0.0044,0.0583,-0.1067,0.0325,23.3750
63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0042,-0.1703,0.0995,0.1247,-0.0023,-0.0133,0.0140,0.0153,0.0123,0.0885,-0.1160,-0.0593,0.0100,-0.0424,0.0003,0.0242,0.0043,-0.0148,0.0018,0.0001,0.0054,-0.0065,-0.0434,0.0139,23.3333
64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0117,-0.0813,0.0894,0.0684,-0.0247,0.0247,0.0334,0.0368,0.0091,0.0096,-0.0149,-0.0431,-0.0048,-0.1088,-0.0376,-0.0138,0.0180,-0.0455,0.0305,0.0030,0.0073,-0.0002,-0.0088,-0.0601,23.5417
65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0019,-0.0195,0.0345,0.0272,0.0172,0.0357,0.0308,0.0446,0.0084,0.0102,-0.0158,0.0018,0.0066,-0.0075,-0.0018,0.0040,0.0129,-0.0110,0.0061,-0.0019,-0.0118,-0.0087,0.0036,-0.0028,23.6250
66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0065,-0.0175,0.0304,0.0241,0.0184,0.0414,0.0212,0.0436,0.0062,0.0064,-0.0118,-0.0001,0.0000,-0.0070,0.0052,-0.0053,0.0015,-0.0040,-0.0040,-0.0059,0.0053,0.0186,0.0009,0.0090,23.6667
67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0065,-0.0175,0.0334,0.0225,0.0202,0.0351,0.0324,0.0428,0.0060,0.0053,-0.0106,-0.0042,-0.0072,0.0009,-0.0107,0.0042,-0.0121,0.0473,0.0040,0.0022,0.0008,0.0016,0.0036,-0.0034,23.6250
68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0024,-0.0158,0.0334,0.0236,0.0213,0.0314,0.0312,0.0453,0.0031,0.0082,-0.0113,-0.0021,0.0034,-0.0148,0.0097,-0.0124,-0.0061,0.0147,-0.0120,-0.0001,-0.0001,0.0026,0.0062,0.0008,23.6250
69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0035,-0.0146,0.0203,0.0222,0.0272,0.0314,0.0312,0.0262,0.0005,0.0063,-0.0114,-0.0031,0.0035,0.0085,-0.0005,-0.0164,0.0035,-0.0132,-0.0142,0.0195,0.0055,0.0018,0.0060,-0.0041,23.6250
70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0033,-0.0145,0.0628,0.0387,0.0363,0.0178,0.0511,0.0194,0.0012,0.0076,-0.0116,-0.0030,0.0051,-0.0115,0.0326,0.0095,0.0039,0.0020,-0.0277,0.0105,0.0078,-0.0171,-0.0040,-0.0068,23.6667
71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0002,-0.0146,0.0244,0.0307,0.0334,0.0196,0.0387,0.0019,0.0022,0.0077,-0.0088,-0.0019,-0.0440,0.0147,-0.0246,0.1471,-0.0589,0.0288,-0.0172,0.2123,0.0050,0.0099,-0.0238,0.0179,23.6250
72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012,-0.0140,0.0122,0.0229,0.0337,0.0148,0.0476,-0.0192,0.0016,0.0093,-0.0100,-0.0026,-0.0269,-0.0105,-0.1422,-0.0265,0.0145,0.0572,-0.1869,-0.2832,-0.0032,0.0085,0.0176,-0.0102,23.6250
73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0048,-0.0145,0.0364,0.0233,0.0337,0.0176,0.0505,0.0376,0.0002,0.0087,-0.0077,-0.0061,0.0024,0.0185,-0.0328,-0.0199,0.0095,0.0004,-0.0325,-0.0253,0.0131,0.0110,-0.0155,0.0211,23.6250
74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0057,-0.0170,0.0039,0.0314,0.0341,0.0184,0.0519,0.0107,0.0028,0.0071,-0.0119,-0.0046,-0.0196,-0.0050,0.0041,0.0045,0.0042,0.0087,-0.0066,0.0539,-0.0083,0.0052,0.0036,-0.0008,23.6667
75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0026,-0.0158,0.0304,0.0458,0.0323,0.0184,0.0481,0.0162,0.0035,0.0044,-0.0095,-0.0046,-0.0023,0.0008,-0.0062,0.0035,0.0285,0.0220,0.0041,-0.0206,-0.0084,0.0107,0.0035,-0.0050,23.6250
76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0023,-0.0143,0.0095,0.0357,0.0364,0.0172,0.0512,0.0076,0.0026,0.0095,-0.0102,-0.0050,0.0014,-0.0214,0.0070,0.0121,0.0073,-0.0010,-0.0115,0.0051,0.0068,-0.0065,0.0154,-0.0068,23.6250
77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0035,-0.0133,-0.0138,0.0175,0.0351,0.0214,0.0529,-0.0017,0.0007,0.0085,-0.0142,-0.0027,-0.0107,0.0163,0.0496,0.0051,-0.0061,0.0035,-0.0427,-0.0110,-0.0017,-0.0066,0.0150,-0.0009,23.6667
78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0042,-0.0148,0.0135,0.0180,0.0353,0.0211,0.0420,0.0285,0.0030,0.0080,-0.0114,-0.0028,-0.0167,-0.0006,-0.0010,0.0186,-0.0084,-0.0056,0.0201,-0.0059,-0.0033,-0.0093,0.0039,0.0026,23.6250
79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033,-0.0460,0.0276,0.0289,0.0214,0.0196,0.0388,0.0318,0.0032,0.0062,-0.0123,-0.0562,-0.0102,0.0727,-0.0116,-0.2491,0.0041,0.0013,-0.0048,0.0070,-0.0097,-0.0067,-0.0016,-0.0116,23.6250
80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0056,-0.1778,0.2609,0.1575,0.0156,0.0274,0.0320,0.0084,0.0019,0.0104,-0.0086,-0.1820,-0.0048,-0.0246,-0.0296,-0.0011,0.0034,0.0151,-0.0187,-0.0014,0.0152,-0.0067,0.0054,-0.0404,23.2083
81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0051,-0.0152,0.0475,0.0222,0.0287,0.0284,0.0309,0.0372,0.0012,0.0049,-0.0088,-0.0162,-0.0102,-0.0051,-0.0000,-0.0100,-0.0023,-0.0260,-0.0204,-0.0035,0.0010,-0.0011,0.0046,-0.0240,23.6667
82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0071,-0.0176,0.0497,0.0245,0.0269,0.0293,0.0365,0.0376,-0.0005,0.0051,-0.0100,-0.0183,-0.0031,0.0034,-0.0105,0.0029,0.0030,-0.0097,0.0166,-0.0024,0.0033,0.0156,0.0040,-0.0076,23.6250
83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0071,-0.0141,0.0469,0.0250,0.0287,0.0295,0.0327,0.0358,0.0005,0.0042,-0.0123,-0.0172,-0.0046,0.0119,0.0019,-0.0112,0.0025,-0.0175,-0.0107,0.0057,0.0095,0.0161,-0.0071,-0.0018,23.6250
84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0022,-0.0152,0.0456,0.0241,0.0258,0.0294,0.0369,0.0369,0.0026,0.0054,-0.0130,-0.0192,-0.0025,0.0047,-0.0074,0.0100,0.0082,0.0169,-0.0145,0.0001,-0.0067,0.0019,0.0033,-0.0025,23.6250
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0082,-0.0181,0.0525,0.0355,0.0253,0.0276,0.0379,0.0372,-0.0010,0.0106,-0.0061,-0.0201,0.0296,-0.0481,0.0039,-0.0955,-0.0128,0.0107,0.0025,-0.0050,-0.0019,-0.0191,-0.0035,0.0379,23.6250
86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0057,-0.0190,0.0485,0.0256,0.0232,0.0304,0.0298,0.0415,0.0032,0.0085,-0.0111,-0.0162,0.0183,-0.0152,0.0059,0.0008,-0.0065,-0.0086,-0.0101,-0.0080,-0.0078,-0.0114,0.0157,-0.0070,23.6667
87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0045,-0.0141,0.0365,0.0233,0.0245,0.0284,0.0354,0.0421,0.0034,0.0065,-0.0116,-0.0121,0.0104,-0.0171,0.0141,0.0026,-0.0066,0.0186,0.0142,-0.0067,-0.0061,-0.0112,0.0040,0.0043,23.6250
88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0068,-0.0141,0.0378,0.0210,0.0224,0.0305,0.0338,0.0391,0.0046,0.0063,-0.0098,-0.0113,0.0101,0.0075,0.0088,0.0095,0.0102,0.0088,0.0112,0.0025,-0.0030,0.0003,-0.0018,-0.0014,23.6250
89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0042,-0.0102,0.0337,0.0230,0.0245,0.0294,0.0356,0.0409,0.0054,0.0067,-0.0130,-0.0106,0.0019,-0.0055,0.0081,0.0039,-0.0181,0.0023,0.0136,0.0057,-0.0048,-0.0010,-0.0105,-0.0148,23.6667
90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0065,-0.0146,0.0314,0.0191,0.0235,0.0284,0.0360,0.0415,0.0039,0.0030,-0.0084,-0.0070,-0.0009,0.0049,-0.0099,0.0076,0.0052,0.0075,-0.0031,-0.0072,0.0105,0.0059,-0.0101,-0.0041,23.7083
91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0080,-0.0132,0.0303,0.0218,0.0245,0.0314,0.0305,0.0386,0.0057,0.0091,-0.0116,-0.0083,-0.0030,0.0018,-0.0097,-0.0028,0.0013,0.0163,0.0157,0.0073,0.0140,-0.0127,0.0186,0.0025,23.6667
92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0081,-0.0107,0.0285,0.0222,0.0245,0.0294,0.0301,0.0397,0.0057,0.0093,-0.0121,-0.0045,0.0054,0.0011,-0.0036,0.0027,-0.0034,0.0143,-0.0097,-0.0015,0.0048,0.0033,0.0080,-0.0023,23.6250
93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013,-0.0069,-0.1098,-0.1295,0.0192,0.0265,0.0064,0.0193,-0.0815,-0.1440,-0.0204,0.0119,-1.1291,-0.2987,-5.1722,11.5620,0.0029,0.1783,0.1357,0.0434,-5.2017,11.3761,0.4137,-0.8161,23.4583
94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0162,-0.0054,-0.1612,-0.1413,0.0272,0.0365,0.0014,0.0136,-0.1216,-0.1731,-0.0123,-0.0309,-0.8778,-0.3104,-2.2545,10.7058,0.0996,0.1348,0.5941,0.6135,-3.1179,11.6205,0.1520,-0.3301,23.5000
95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0554,-0.0158,-0.0534,-0.0273,0.0393,0.0439,0.0088,0.0260,-0.0596,-0.0462,-0.0135,-0.0509,0.1632,-0.0945,-0.1301,3.7845,0.0314,0.0732,0.4093,0.4919,0.0326,4.1416,0.1308,0.0113,23.4583
96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0508,-0.0151,0.0143,0.1247,0.0386,0.0479,0.0024,0.0330,-0.0367,0.1272,-0.0140,-0.0544,0.6787,-0.0647,4.9514,-8.6740,-0.0163,-0.1028,0.3791,0.3596,5.4208,-8.7150,0.0806,0.7602,23.4583
97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0070,-0.0303,0.1285,0.0732,0.0333,0.0284,0.0465,0.0514,0.0536,0.0779,-0.0124,-0.0411,0.6611,0.0106,6.0743,-9.8530,-0.0536,-0.0673,-0.2513,0.0458,6.1645,-9.9120,0.0284,0.2872,23.3750
98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0111,-0.0088,0.1957,0.0709,0.0214,-0.0033,0.0511,0.0304,0.1029,0.1009,-0.0043,-0.0050,0.2245,-0.0744,7.2399,-18.2441,-0.3668,0.4379,-1.1255,-0.2123,8.4432,-18.6165,-0.4193,-0.5053,23.2917
99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0034,-0.0406,0.1331,0.1494,-0.0494,0.0187,0.0355,0.0317,0.0306,0.1546,-0.0188,-0.1021,-0.1967,-0.0363,3.9540,-13.8186,0.5373,-0.3074,-0.7484,0.9563,5.2406,-14.9124,-0.0027,-1.0186,23.3333
100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0098,-0.0389,0.0787,0.0481,-0.0275,0.0241,0.0163,0.1352,0.0043,0.0025,-0.0456,-0.0976,0.1553,0.0626,3.0407,-10.0195,1.4272,-0.3968,0.0772,-0.5958,4.2363,-9.8631,-0.5152,0.4568,23.2500
101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0061,-0.0335,0.0146,0.0265,-0.0043,0.0256,0.0326,0.1176,-0.0444,-0.0001,-0.0307,-0.1055,0.4399,0.1859,-0.0955,0.0713,0.6753,-0.3282,0.2415,-0.9590,1.0146,0.2494,-0.7163,1.6049,23.3750
102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0057,-0.0247,0.0267,0.0284,0.0455,0.0497,0.0357,0.0515,0.0126,0.0226,-0.0498,0.0008,0.9429,-0.0059,0.8115,0.1849,0.4322,0.0046,-0.5633,-1.2054,-0.1138,-0.3673,-0.1226,3.3095,23.3750
103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2552,-0.1024,0.0059,0.0421,-0.0167,0.0779,-0.0126,-0.0334,0.0258,-0.0180,-0.2426,0.1901,5.6059,-6.5940,-4.0732,7.5338,-0.0683,-0.4429,0.1406,-0.7670,-1.3214,2.9974,-8.4767,4.4699,22.9167
104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2615,0.0225,0.0348,0.0334,0.0813,0.0133,-0.0598,0.0026,-0.1070,0.2605,-0.2629,-0.0040,2.3966,-2.7055,-0.7302,0.0833,0.7943,-0.0540,-0.4586,-1.1791,-1.7555,9.5976,-2.6734,4.3153,22.9167
105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2593,-0.1023,-0.1144,-0.0074,0.0499,-0.1317,-0.1741,-0.0466,-0.0765,0.2637,-0.2586,0.2543,0.9333,-7.3623,-0.9908,2.7395,-0.0149,0.5406,-0.0365,-0.0700,-0.8278,-0.1922,-0.5216,4.1868,22.7083
106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2664,-0.2552,-0.2644,0.1069,0.0631,0.0456,-0.0031,-0.0367,-0.1437,0.2596,-0.2514,0.2564,4.7030,-8.6014,-2.8373,2.3558,-0.1803,-0.4939,0.1121,0.3500,-0.3435,0.4404,-8.7728,3.8900,22.3333
107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2597,-0.2590,-0.1678,0.2008,0.0429,0.0283,-0.1746,-0.0556,-0.1900,0.2556,-0.2597,0.2651,1.0638,-9.4190,-0.3094,1.6865,-0.7560,-0.0464,0.1489,0.3101,0.0277,-2.9692,-0.8305,3.5609,22.3750
108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0957,-0.2624,-0.2512,0.2094,0.0587,-0.0395,-0.0059,0.0383,-0.1171,0.2583,0.1107,0.2580,7.5026,-7.8831,0.6848,0.2922,-0.4250,-0.0291,-0.5134,1.3426,0.2188,-1.8398,-10.8438,2.3078,22.5000
109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0894,-0.1731,-0.1772,0.2591,-0.0634,-0.0811,-0.0287,-0.0346,-0.1673,0.2571,0.1033,0.1489,4.6976,-2.4250,1.5330,-1.1058,0.1889,1.5648,-0.1303,0.3043,1.0575,-3.0900,-9.2671,2.5633,22.6667
110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0210,-0.0037,-0.0537,0.2683,-0.0035,0.0940,-0.0338,-0.0353,-0.2117,0.1594,0.0820,0.0872,0.0438,-4.5895,0.7336,-4.0489,-0.9934,0.7959,0.6393,-0.5030,1.1994,-0.6564,-6.8793,-0.4080,22.9583
111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0454,-0.0998,0.0328,0.0290,0.0435,-0.0051,0.0735,0.2478,0.0436,0.0221,-0.0777,0.0168,-6.8034,10.0177,2.1892,0.4975,0.3336,0.2227,-0.9398,5.9675,-0.7885,-0.2643,9.4536,-7.0132,23.0833
112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0231,-0.0798,0.0101,0.0258,-0.0041,0.0183,0.0410,0.0522,0.0047,0.0030,-0.0930,0.0492,-6.9226,10.7150,-0.6012,-0.3360,0.2631,0.3629,-0.2206,0.0389,-0.7934,-0.0003,10.9788,-7.2619,23.2500
113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0883,-0.0978,-0.0133,0.0096,0.0172,0.0276,0.0228,0.0525,-0.0255,0.0030,-0.0991,-0.0276,-5.8491,10.6528,-0.9874,0.0212,-0.0270,0.5447,-0.0664,0.0266,-0.5912,0.1820,10.4782,-6.3667,23.2500
114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0338,-0.1838,-0.0797,0.0111,0.0246,0.0611,0.0203,0.0437,-0.0594,-0.0008,-0.1907,-0.0070,-6.3214,15.7669,0.8577,-0.0317,0.2364,-0.0776,0.0144,0.0659,0.6614,-0.0069,15.6317,-6.2652,23.1667
115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0153,-0.0081,0.0069,0.0199,0.0233,0.0326,0.0223,0.0490,0.0141,0.0046,-0.0050,0.0075,0.0028,0.0014,0.0040,0.0183,-0.0031,0.0051,0.0006,-0.0071,-0.0128,0.0098,-0.0121,-0.0039,23.4167
116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0176,-0.0073,0.0068,0.0164,0.0233,0.0358,0.0225,0.0467,0.0182,0.0052,-0.0072,0.0058,0.0002,-0.0025,-0.0072,-0.0046,0.0003,0.0005,0.0069,0.0030,0.0099,-0.0013,0.0058,0.0110,23.3750
117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0176,-0.0071,0.0042,0.0153,0.0080,0.0304,0.0357,0.0441,0.0152,0.0047,-0.0107,0.0803,-0.0082,-0.0060,0.0171,0.0075,0.0230,-0.0036,-0.0173,0.0390,0.0220,-0.0108,-0.0229,-0.0366,23.4167
118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0165,-0.0096,0.0056,0.0175,0.0227,0.0393,0.0233,0.0429,0.0172,0.0095,-0.0077,0.0131,-0.0114,-0.0255,-0.0177,-0.0150,0.0121,-0.0107,0.0325,0.0030,-0.0031,-0.0018,0.0148,-0.0321,23.4583
119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0187,-0.0092,0.0042,0.0146,0.0243,0.0358,0.0233,0.0448,0.0192,0.0047,-0.0069,0.0104,-0.0017,-0.0031,-0.0194,-0.0064,0.0075,0.0004,0.0059,0.0047,-0.0029,-0.0008,-0.0020,0.0040,23.5000
120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0180,-0.0102,0.0056,0.0146,0.0224,0.0357,0.0233,0.0417,0.0143,0.0054,-0.0088,0.0117,-0.0034,-0.0072,0.0138,0.0093,-0.0100,-0.0213,0.0024,0.0169,-0.0012,0.0063,-0.0008,0.0140,23.4167
121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0176,-0.0102,0.0056,0.0146,0.0246,0.0347,0.0316,0.0491,0.0141,0.0055,-0.0080,0.0095,-0.0088,0.0106,-0.0095,0.0130,-0.0107,0.0012,0.0152,0.0007,0.0121,0.0127,-0.0051,0.0093,23.5000
122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0146,-0.0084,0.0073,0.0164,0.0202,0.0367,0.0213,0.0451,0.0152,0.0063,-0.0107,0.0084,0.0351,-0.0009,-0.0012,-0.0048,-0.0299,0.0255,0.0215,-0.0352,-0.0353,-0.0073,0.0098,0.0028,23.4583
123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0165,-0.0084,0.0050,0.0146,0.0242,0.0336,0.0221,0.0486,0.0152,0.0045,-0.0065,0.0118,0.0189,-0.0090,0.0111,0.0006,-0.0238,0.0012,-0.0036,0.0134,0.0023,-0.0033,-0.0063,0.0038,23.5000
124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0184,-0.0099,0.0067,0.0169,0.0245,0.0351,0.0212,0.0478,0.0152,0.0071,-0.0062,0.0090,-0.0065,0.0029,-0.0131,-0.0015,-0.0039,0.0096,-0.0052,0.0035,0.0082,-0.0033,0.0153,0.0050,23.5000
125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0161,-0.0081,0.0092,0.0158,0.0245,0.0362,0.0243,0.0511,0.0172,0.0028,-0.0084,0.0088,-0.0188,-0.0002,0.0109,-0.0011,-0.0108,0.0073,0.0033,-0.0066,0.0062,-0.0084,0.0049,-0.0015,23.5000
126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0161,-0.0021,0.0070,0.0140,0.0253,0.0380,0.0232,0.0486,0.0152,0.0046,-0.0073,0.0107,-0.0051,0.0105,0.0057,0.0005,0.0091,-0.0065,0.0136,0.0135,0.0005,0.0048,0.0100,0.0053,23.5000
127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0132,-0.0092,0.0084,0.0146,0.0223,0.0367,0.0233,0.0467,0.0124,0.0052,-0.0054,0.0092,-0.0247,-0.0125,-0.0190,0.0053,0.0316,-0.0159,-0.0092,0.0162,0.0251,0.0010,0.0058,0.0018,23.5000
128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0153,-0.0084,0.0103,0.0140,0.0254,0.0329,0.0319,0.0502,0.0130,0.0062,-0.0057,0.0103,-0.0041,-0.0061,0.0042,-0.0002,-0.0048,-0.0032,-0.0087,0.0121,-0.0003,0.0202,0.0075,0.0024,23.5000
129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0160,-0.0096,0.0069,0.0164,0.0245,0.0349,0.0243,0.0494,0.0121,0.0045,-0.0092,0.0069,0.0004,-0.0008,0.0008,0.0094,0.0071,-0.0016,0.0112,-0.0026,-0.0147,-0.0175,0.0062,0.0104,23.5417
130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0142,-0.0087,0.0100,0.0158,0.0245,0.0356,0.0213,0.0520,0.0110,0.0067,-0.0073,0.0076,-0.0001,0.0041,-0.0086,0.0015,-0.0090,0.0120,-0.0082,0.0021,0.0028,0.0083,-0.0071,0.0040,23.5000
131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0137,-0.0091,0.0073,0.0146,0.0254,0.0395,0.0285,0.0493,0.0111,0.0064,-0.0111,0.0088,0.0084,0.0080,0.0023,0.0065,0.0027,-0.0036,-0.0162,0.0084,0.0031,0.0084,0.0059,0.0126,23.5417
132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0191,0.0063,0.1600,0.0502,0.0155,0.0221,0.0307,0.0363,0.0727,0.0885,0.0020,0.0322,1.3340,-0.0758,7.5586,-18.5652,-0.0391,-0.1394,-0.0293,0.1649,8.7926,-19.0965,-0.2175,1.2885,23.2083
133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0712,-0.0010,0.1333,0.2185,0.0173,0.0241,0.0291,0.0481,0.0417,0.2409,0.0030,0.0735,0.0042,0.2163,6.5514,-20.5882,-0.0823,-0.0744,0.5695,0.2436,7.2621,-20.8705,-0.0395,-0.0439,23.3750
134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0759,-0.0023,0.0130,0.0164,0.0132,0.0197,0.0528,0.0567,0.0100,0.0055,0.0000,0.0695,-1.6157,-0.2108,0.3390,0.0680,0.1951,0.3056,0.1465,0.1000,0.4545,0.0021,-0.0966,-1.5939,23.2917
135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0368,-0.0245,0.0223,0.0344,0.0151,0.0491,0.0469,0.0513,0.0091,0.0084,-0.0035,-0.0536,-2.4823,-0.0653,0.3384,-0.0722,-0.0676,0.0192,0.4770,0.0841,0.1549,-0.1679,-0.6407,0.1344,23.4583
136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1065,-0.0176,-0.0569,0.0228,0.0141,-0.0118,0.0193,-0.0074,-0.0072,0.0115,-0.1498,-0.0810,-0.2361,-0.0712,0.1628,-0.4171,0.8138,0.5577,1.2594,0.0620,0.4537,-0.0625,0.2051,3.4265,23.3333
